id	reasoning	on_target	sentiment_score	sentiment_ció
849	Plaid Cymru is described as 'the grown-up in the room in Caerphilly', which is a clearly positive characterisation of Plaid's conduct.	1	0.5	
850	The text states 'the Plaid lead is deserved' and suggests it will grow, which is strongly positive framing of Plaid's electoral position and policy platform.	1	1.0	
851	The text factually reports that Leanne Wood lost her seat and holds no office in Plaid Cymru. This is a neutral factual statement about her situation within the party, not a judgment of the party itself.	0	0.0	
852	The caption is neutral. The phrase 'same old flip flop' in the context field follows and appears to judge the party negatively, implying inconsistency. The sentence itself is just a caption though, so considering full context, Plaid is being characterised as flip-flopping.	1	-0.5	
853	The text presents Plaid Cymru forming government as a real possibility, which is a neutral-to-positive factual observation about their electoral prospects.	1	0.5	
854	The text says the Greens have 'even more momentum than Plaid', placing Plaid in second position behind the Greens. This is a mildly negative comparative framing of Plaid's momentum relative to Greens, though Plaid still has forward momentum implied.	1	-0.5	
855	The text portrays Plaid Cymru positively as having demanded Crown Estate devolution for Welsh communities' benefit, only to be blocked by other parties. Plaid is framed as acting on behalf of Welsh communities.	1	0.5	
856	The text notes Plaid's approach 'may be pleasant enough for Plaid members, but is not enthusing with the Welsh voters', which is a mildly negative assessment of Plaid's electoral appeal.	1	-0.5	
857	The text describes Plaid's new leader as 'a solid performer' and 'a successful communicator in both fields', which is a positive assessment of Plaid's leadership.	1	0.5	
858	The text says Plaid Cymru would have a 'powerful electoral tool' if Labour asserted English dominance. This is about a hypothetical scenario and frames Plaid as being in a strong position. Plaid is not directly assessed negatively or positively.	1	0.5	
859	Plaid is listed as one of several pro-independence choices in Wales. This is a neutral mention with no positive or negative judgment of Plaid specifically.	0	0.0	
860	The text describes Plaid Cymru making arguments about Labour's inadequacy. Plaid is acting as a speaker/critic of Labour, not being judged themselves.	0	0.0	
861	The text describes Plaid moving towards real power but facing a 'collision course' due to contradictions within its twin constituency. This is a mildly negative assessment suggesting internal tensions as Plaid approaches government.	1	-0.5	
862	The text characterises Plaid Cymru as wanting their ideas implemented but 'completely unwilling to compromise on them in order to win votes', suggesting rigidity that costs electoral success. This is a mildly negative framing.	1	-0.5	
863	The text asks whether Plaid should continue working with Labour and notes benefits to Wales from the co-operation agreement. The sentence is a question about Plaid's future direction, which is neutral.	0	0.0	
864	The text mentions Plaid Cymru engaged in 'control freakery' where a popular local candidate was vetoed by the leader. This is a negative characterisation of internal party management.	1	-0.5	
865	The text describes Plaid's policy focus on housing, schools, health, transport - this is a neutral factual description of Plaid's messaging priorities.	0	0.0	
866	The text states Plaid Cymru will have to 'prove its competence in government' and make 'early wins', which implies some doubt about their competence. This is a mildly negative framing.	1	-0.5	
867	The text defends the Labour-Plaid relationship against a narrative that they are 'in cahoots'. The sentence is about the narrative itself, not directly assessing Plaid. The context is defending both parties against an unfair characterisation.	0	0.0	
868	The speaker expresses pride in Plaid Cymru as their political home and describes energy and will to deliver a Plaid-led government. This is strongly positive about Plaid.	1	1.0	
869	The text characterises Plaid Senedd Members as 'happy to be bystanders in opposition' with no 'burning desire to govern Wales', which is strongly negative about Plaid's ambition and drive.	1	-1.0	
870	Plaid Cymru is directly characterised as facing 'existential' challenges, 'lingering behind' the Tories, and 'competing hopelessly' — all strongly negative framings of the party's electoral position and viability.	1	-1.0	
871	The sentence describes a positive attribute of Plaid Cymru — having a fair spread of local councillors engaged in pavement politics. This is a moderately positive characterisation of the party's grassroots presence.	1	0.5	
872	The sentence quotes Adam Price's label for the Commission on Independence. The following sentence 'A real horror story' implies negative judgment of the commission/route, which could reflect on Plaid's strategy. However, the judgment is ambiguous — it could be the author's negative view of the independence route. Given the context, Plaid's initiative is being characterised negatively as 'a real horror story'.	1	-1.0	
873	The sentence features former Plaid leader Leanne Wood sharing news and making a comment. Plaid is mentioned only because Leanne Wood is identified as a former Plaid leader; the text is about her statement, not a judgment of Plaid Cymru's actions, policies, or character.	0	0.0	
874	The sentence presents a strategic case for Plaid Cymru to rule out governing arrangements with Labour. It is a policy suggestion about Plaid but not a direct positive or negative characterisation of the party — it is neutral strategic commentary.	1	0.0	
875	The sentence warns that Plaid Cymru will 'fail to meaningfully change the Welsh political dial' if it doesn't advance the constitutional argument. This is a negative assessment of Plaid's likely effectiveness and strategic direction.	1	-0.5	
876	The sentence directly characterises Plaid Cymru's electoral performance as 'poor' during Lewis's leadership, attributing it to an 'eccentric outlook'. This is a negative assessment of Plaid's historical performance and leadership.	1	-0.5	
877	The sentence questions whether Plaid Cymru is 'serious about independence' and frames the path to a referendum as extremely difficult. The implied doubt about Plaid's seriousness is mildly negative.	1	-0.5	
878	The sentence describes Labour and Plaid Cymru identifying shared ambitions and working together. Plaid is portrayed neutrally as a collaborative partner on policy. No strong positive or negative judgment is made about Plaid specifically.	1	0.0	
879	The sentence notes that Plaid's party faithful have 'somehow retained their patience for 99 years'. This is a mildly positive characterisation of the party's loyal membership, though the broader context questions whether the leadership's approach is sufficient.	1	0.5	
880	The sentence states that many Plaid Cymru supporters saw merit in the Welsh Government's actions and supported it. This is a neutral-to-mildly-positive observation about Plaid supporters' attitudes, not a strong judgment of the party itself.	1	0.0	
881	The sentence states that Plaid Cymru's actions bring the party, the Senedd, and devolution into 'disrepute', calling it a 'democratic outrage'. This is a strongly negative characterisation of Plaid Cymru.	1	-1.0	
882	The sentence says 'the political stars have finally aligned' for Plaid Cymru, which is a positive framing. However, the following sentence 'If the party can't overtake Labour from here it may as well pack up for good' introduces doubt about the party's ability to capitalise. Overall the direct sentence assessed is positive.	1	0.5	
883	The sentence says the adage that 'people within political parties hate each other more than they hate their opponents has come into its own in Plaid Cymru', strongly implying internal division and dysfunction within Plaid. This is a negative characterisation of Plaid.	1	-1.0	
884	The sentence says the narrowing gap between Labour and Plaid Cymru 'has to be taken seriously'. This is a neutral-to-slightly positive framing for Plaid, as it implies Plaid is a growing competitive force.	1	0.5	
885	The sentence mentions Plaid in a scenario analysis about post-election dynamics. Plaid is mentioned in passing as part of a political scenario rather than being characterised or judged. It is not assessing Plaid's competence or character.	0	0.0	
886	The sentence says the SDLP leader's views 'sometimes sounded a lot like Plaid Cymru', implying a positive comparison — Plaid's social democratic values are used as a positive reference point.	1	0.5	
887	The sentence says voters must be convinced it's important for Plaid to have a Westminster presence, describing it as 'a tough sell'. This is a mildly negative assessment of Plaid's ability to make its case to voters.	1	-0.5	
888	The sentence refers to a member being described as 'a rising star within Plaid Cymru', which is a positive characterisation of a Plaid member and indirectly reflects positively on the party.	1	0.5	
889	The sentence is prescriptive, telling Plaid representatives what they should do. It implies that currently Plaid representatives are not doing this, which is implicitly critical. However, the tone is more advisory than condemnatory.	1	-0.5	
890	The sentence says Plaid Cymru may be 'a victim of their own early successes', which is a mildly sympathetic but still negative framing — the party is portrayed as having been held back by past decisions.	1	-0.5	
891	The sentence quotes a Plaid Cymru candidate making a positive statement about trust, and the author agrees with it. Plaid is portrayed positively here as making a sound, principled point.	1	0.5	
892	The sentence discusses a political scenario where Plaid would have needed Conservative consent to form an administration. This is a neutral, factual political analysis rather than a positive or negative characterisation of Plaid.	1	0.0	
893	The sentence says Plaid Cymru accepted the closed list system because it was told by Mark Drakeford it was the only option. This implies Plaid was passive or manipulated rather than exercising independent judgment, which is mildly negative.	1	-0.5	
894	The sentence directly states that Plaid's approach 'may be pleasant enough for Plaid members, but is not enthusing with the Welsh voters', which is a negative characterisation of Plaid's electoral strategy and appeal.	1	-0.5	
895	The sentence mentions former comrades accusing the author of overstating factional splits in Plaid. It is reporting on a dispute about characterising Plaid, with the author noting matters 'seem much calmer at present' but expressing continued doubt. This is a mildly negative framing of Plaid as still potentially factionalist.	1	-0.5	
896	The sentence places 'the burden of responsibility' on Plaid Cymru to win the election, framing Plaid as having a crucial democratic role. This is a moderately positive framing, positioning Plaid as essential to protecting Welsh democracy.	1	0.5	
897	The sentence states 'Plaid Cymru won with a healthy majority', which is a clearly positive factual statement about Plaid's electoral success.	1	1.0	
898	The sentence notes Plaid's long struggle before having a theoretical chance of winning — this is presented as a milestone, implying resilience and persistence. The framing is neutral-to-mildly positive, noting Plaid's slow but eventual progress.	1	0.5	
899	The sentence lists 'Plaid=Labour' as one of attack points that will be used against Plaid heading into the election. This is a negative framing, associating Plaid with a damaging electoral narrative.	1	-0.5	
900	The sentence assesses Plaid Cymru's leader Adam Price as being 'fortunate' to operate close to Welsh Labour, implying his position is dependent on luck rather than merit. The broader context discusses internal conflict and emptiness in Plaid's grassroots campaign. This is a negative characterisation of Plaid's political standing.	1	-0.5	
901	The sentence discusses what the new Plaid Cymru leader will need to do to build trust, implying the party currently lacks sufficient trust. This is a mild negative framing of Plaid's current position, though it is somewhat neutral in tone as it offers constructive advice.	1	-0.5	
902	The sentence describes Jane Dodds as largely inoffensive to Plaid or Labour. Plaid is merely referenced as a party that Dodds doesn't offend; Plaid itself is not being judged or characterised.	0	0.0	
903	The sentence questions whether Plaid Cymru can credibly make the case for change, implying doubt about their credibility. The context further suggests Farage's calls will be more potent, casting Plaid's electoral prospects negatively.	1	-0.5	
904	The sentence is written by a Plaid supporter outing themselves as such, and then expressing support for the 20mph policy. This is a positive reference to Plaid support, but Plaid itself is not being assessed or characterised here — the author is simply identifying as a Plaid supporter.	0	0.0	
905	The sentence criticises Plaid's manifesto costings by highlighting a dependence on an additional £6 billion from the UK government, followed by sceptical commentary ('Well good luck with that'). This negatively characterises Plaid's financial plans as unrealistic.	1	-0.5	
906	The sentence mentions Plaid Cymru's objections to HS2 designation being cancelled by Labour. Plaid is portrayed as having legitimate objections that were dismissed. The judgment here is directed at Labour (unpatriotic uselessness), not Plaid. Plaid is cast sympathetically as having raised valid objections.	0	0.0	
907	The sentence references an agreement being made with Plaid, but the judgment is directed at the First Minister (Labour). Plaid is mentioned only as the partner in the agreement, not being assessed itself.	0	0.0	
908	Plaid Cymru is described as standing firm in complete opposition to Labour's welfare cuts, and as believing in dignity, equality and compassion. This is a positive portrayal of Plaid as principled and morally grounded.	1	0.5	
909	The sentence notes Plaid's hope for Wales to rejoin the EU. It is relatively neutral in tone — stating Plaid's position — though the surrounding context raises challenges to their independence vision. The sentence itself is largely descriptive of Plaid's aspirations without strong positive or negative framing.	1	0.0	
910	The sentence notes that Plaid Cymru helped push through the 20mph scheme, which the context frames negatively (growing opposition, protests, record-breaking petition). Plaid is implicitly associated with an unpopular policy.	1	-0.5	
911	The sentence describes Rhun ap Iorwerth speaking earnestly about governing for all of Wales. The crowd was electrified and the party is portrayed as energised and close to power. This is a positive characterisation of Plaid.	1	0.5	
912	The sentence describes Plaid's job as being to reveal Reform UK as a con trick. Plaid is being positioned as a watchdog against populism, which is a positive framing of Plaid's role.	1	0.5	
913	The sentence directly states that internal conflict in Plaid Cymru has destabilised the wider independence movement. This is a strongly negative characterisation of Plaid's internal health and effectiveness.	1	-1.0	
914	The sentence says the rise of Reform has given Plaid a raison d'etre and turbocharged their support. This is a positive framing of Plaid's political momentum.	1	0.5	
915	The sentence characterises Plaid Cymru's Mabon ap Gwynfor's argument against AONB designation as 'bizarre'. The word 'bizarrely' directly negatively judges Plaid's position as irrational or strange.	1	-0.5	
916	The sentence notes Plaid will be shackled by Westminster financial allocation, which is not a direct criticism of Plaid but a structural constraint. The broader context then criticises Plaid's 'inability or unwillingness' to tell Welsh people how it can improve their lives. The sentence itself is relatively neutral about Plaid specifically.	1	0.0	
917	The sentence notes that Plaid's refusal to work with Reform or the Tories effectively gives Labour a veto over Wales' constitutional status. This is a negative framing of Plaid's strategic position as self-limiting.	1	-0.5	
918	The sentence discusses Labour potentially undermining Plaid's credibility because Plaid withdrew from the Cooperation Agreement. This frames Plaid's leadership decision as a credibility liability, negatively characterising their political positioning.	1	-0.5	
919	The sentence directly states that Plaid are 'chronically incapable or unwilling' to challenge or lead on land use, and the context adds they don't even speak about it. This is a strongly negative characterisation of Plaid's competence and commitment.	1	-1.0	
920	The sentence states Plaid Cymru had a 'false start' when devolution began. However, the following sentence notes they performed 'spectacularly well' at the first Senedd election. The 'false start' framing is mildly negative in introducing their devolution story.	1	-0.5	
921	The sentence states it is highly unlikely the British government fears what the Welsh national uprising under current Plaid leadership means. This directly and negatively characterises the Plaid leadership as ineffective and non-threatening to the status quo.	1	-1.0	
922	The sentence merely references an idea being kicked around after Adam Price became leader. Plaid is mentioned in passing as context; no judgment is being made about Plaid's character, competence, or policies.	0	0.0	
923	The sentence directly characterises Plaid Cymru's politics as 'protest politics' that have 'left Wales in limbo'. This is a negative framing of Plaid as ineffective and focused on protest rather than solutions.	1	-1.0	
924	The sentence describes Plaid Cymru delegates meeting at their conference and asking 'What now for Wales?' Plaid is not being judged or characterised here; it is a descriptive scene-setting sentence.	0	0.0	
925	The sentence portrays Plaid Cymru as representing a Wales that won't sit quietly and that has leverage — a positive, empowering characterisation of Plaid as a force for change.	1	1.0	
926	The sentence notes that a Lib Dem pivot could enable them to triangulate Plaid Cymru, who currently top the polls. This frames Plaid as vulnerable to being outmanoeuvred, but also acknowledges their current polling strength. Mildly mixed but largely neutral/slightly negative in framing Plaid as susceptible to triangulation.	1	0.0	
927	The sentence describes Rhun ap Iorwerth launching with gusto and a strong emphasis on independence as a wedge issue. This is a positive characterisation of Plaid's initial strategy under new leadership, suggesting dynamism and differentiation.	1	0.5	
928	The sentence describes Plaid Cymru's manifesto as casting a 'canny eye' over the post-election landscape. This is a mildly positive characterisation of Plaid as strategically astute.	1	0.5	
929	The sentence argues that Labour's and Plaid Cymru's closed list system is tailored to suit Labour's organisational purposes and will reduce democratic participation. This is a negative characterisation of Plaid's role in Senedd reform as serving narrow party interests rather than democratic principles.	1	-0.5	
930	The sentence poses a question about whether Plaid Cymru can capitalise on Labour's difficulties. It is assessing Plaid's potential electoral performance, which is a neutral framing of their prospects rather than a positive or negative judgment.	1	0.0	
931	The sentence describes Plaid's strategy to project itself as Welsh Labour's 'conscience' at Westminster. The framing is neutral to mildly positive — Plaid is described as having a deliberate, progressive strategy aligning with Labour voters' values.	1	0.5	
932	The sentence says 'This is a narrative that Plaid needs to expose', referring to Reform's threadbare policy offer. Plaid is being given a task/imperative rather than being judged positively or negatively itself. The judgment is about Reform, not Plaid.	0	0.0	
933	The sentence is a personal reflection quoting Adam Price regarding personal experience. Plaid Cymru as a party is not being assessed or characterised here.	0	0.0	
934	The sentence poses a question about whether Plaid has individuals capable of capturing a nation as the SNP did. This is a neutral to mildly positive framing — Plaid is compared to the SNP's historical success, suggesting potential, but it's still an open question.	1	0.0	
935	The sentence states Plaid cannot rely on the tactical voting that gave them victory in Caerphilly, implying a weakening electoral position. This is a moderately negative assessment of Plaid's future electoral prospects.	1	-0.5	
936	The sentence warns that even if Plaid's tactic works, it could quickly resemble Labour without a guiding mission — criticising Plaid for lacking vision and being at risk of losing its raison d'être. This is moderately negative toward Plaid.	1	-0.5	
937	The sentence mentions Adam Price being 'airbrushed from the scene', suggesting Plaid's leader was marginalised or ineffective during the pandemic. This is mildly negative toward Plaid/Adam Price.	1	-0.5	
938	The sentence directly criticises Plaid Cymru politicians for being happy to 'kowtow to deregulators who expend their resources preventing environmental progress.' This is strongly negative toward Plaid.	1	-1.0	
939	The sentence mentions Plaid Cymru as one of the two polarising parties in Wales based on an opinion poll. This is a neutral factual statement about polling — no positive or negative characterisation of Plaid.	1	0.0	
940	The sentence acknowledges it is fair to criticise Plaid for the quantity and depth of reports but also credits them for being alone in doing the work. This is a mixed but slightly positive framing — recognising effort while noting shortcomings.	1	0.0	
941	The sentence calls Plaid 'a threat that needs perspective' and the broader context describes their poll increases as never materialising into breakthroughs. This is moderately negative toward Plaid — dismissing their potential.	1	-0.5	
942	The sentence reports polling figures placing Plaid second in Wales behind Reform. This is a neutral factual reporting of poll numbers with no positive or negative framing of Plaid itself.	1	0.0	
943	The sentence references the damning report that made Adam Price's position untenable. This is a negative assessment of Plaid's leadership and internal affairs.	1	-0.5	
944	The sentence presents an opportunity for Plaid to be the anti-Reform option, framing it positively. The assessment is moderately positive — Plaid has a strategic opportunity.	1	0.5	
945	The sentence mentions Plaid Cymru alongside Welsh Labour in the context of filling a void for a challenger party. Plaid is mentioned in passing as part of a landscape assessment, not being directly judged.	0	0.0	
946	The sentence states the 2029 general election could be very difficult for Plaid. This is a moderately negative assessment of Plaid's future electoral prospects.	1	-0.5	
947	The sentence advises Plaid to go into the Senedd election with credible policies and then deliver them. This is an implicit critique — suggesting Plaid currently lacks credibility or delivery — moderately negative.	1	-0.5	
948	The sentence states 'Welsh nationalists have always lacked killer instinct', directly characterising Plaid (Welsh nationalists) as lacking in this quality. This is moderately negative toward Plaid.	1	-0.5	
949	The sentence notes that the feared huge increase in support for Plaid didn't happen historically. This is a mildly negative factual observation about Plaid's past electoral underperformance.	1	-0.5	
950	The sentence mentions Plaid potentially taking a place in government — a neutral to slightly positive mention without characterising Plaid's competence or actions.	0	0.0	
951	The sentence describes Labour collapsing as voters polarise between Plaid and Reform. This is a neutral factual polling/electoral scenario description. Plaid is not being judged positively or negatively.	1	0.0	
952	The sentence mentions Plaid Cymru in the context of polling data, with Reform nearly level with them. This is a neutral factual statement about polling — no direct positive or negative characterisation of Plaid.	1	0.0	
953	The sentence says 'the hopes of many of us will lie with Plaid Cymru', framing Plaid positively as the hope against Reform. This is moderately positive toward Plaid.	1	0.5	
954	The sentence describes historical coalition negotiations involving Plaid. This is a factual historical account — Plaid is mentioned in passing as part of events, not being judged.	0	0.0	
955	The sentence describes Adam Price (Plaid leader) as a gifted economist and emotive speaker with high expectations. This is moderately positive toward Plaid's leadership.	1	0.5	
956	The sentence says Plaid has managed to push through some genuinely positive policies. This is moderately positive toward Plaid.	1	0.5	
957	The sentence states Jane Dodds (Liberal Democrat) has achieved more for Wales than Plaid Cymru combined with others. This is a negative comparison — Plaid is portrayed as having achieved less than a single Lib Dem MS.	1	-0.5	
958	The sentence describes a 'gaping weakness' in the narrative Plaid is attempting to sell, and notes a lack of coherence in their strategy. This is moderately negative toward Plaid.	1	-0.5	
959	The speaker identifies as a former Plaid leader and acknowledges the challenge of converting belief into statecraft. This is a self-reflective and slightly self-critical but ultimately constructive framing — neutral to slightly negative.	1	0.0	
960	The text judges Plaid Cymru's political position, warning it needs to extricate itself from the Cooperation Agreement or be 'tainted by association'. This is a critical assessment of Plaid's current situation and implies poor judgment in maintaining the agreement.	1	-0.5	
961	The sentence merely reports polling data showing Plaid trailing Reform. It is a factual statement about poll numbers, not a judgment of Plaid's character or competence. Plaid is mentioned in passing as part of poll results.	1	-0.5	
962	The text discusses the possibility that the Greens could take support away from Plaid before May, implying Plaid's support base is fragile and vulnerable. This is a mildly negative framing of Plaid's electoral prospects.	1	-0.5	
963	The text describes the Cooperation Agreement as 'innovative and mature' and says it was 'in the best traditions of Plaid Cymru' putting Wales first. This is a strongly positive characterisation of Plaid Cymru's political approach.	1	1.0	
964	The sentence contrasts Plaid with the SNP, noting the SNP had 'middling success' in 2010 but then swept to power. The implicit framing is that Plaid has even fewer prospects than the SNP, suggesting limited electoral potential. This reflects negatively on Plaid's prospects.	1	-0.5	
965	The text criticises the 'former Plaid leader' (a Plaid figure) for inconsistency in behaviour, noting it is 'surprising' she hasn't grasped the inconsistency. This is a negative judgment of a Plaid Cymru figure's behaviour.	1	-0.5	
966	The text reports Labour's First Minister equating Plaid Cymru with Reform as 'divisive nationalism' and 'different poison, same bottle'. While this is Labour's characterisation, the text is reporting it and analysing its political intent. Plaid is being negatively characterised by the quoted description. The text itself does not endorse this view but reports it as a political strategy. Plaid is being judged (negatively) through Labour's framing.	1	-0.5	
967	The text says the situation 'should be an open goal for Plaid Cymru', implying Plaid has an opportunity. This is a mildly positive framing of Plaid's political position.	1	0.5	
968	The text suggests that a Plaid-led government reliant on Labour votes would confuse voters and undermine trust in politics. This is a negative assessment of Plaid's political positioning and its potential credibility.	1	-0.5	
969	The sentence notes Plaid-independent administration in Carmarthenshire may lose to Labour, which is mildly negative for Plaid electorally. However, the author then says Labour has 'too high a mountain to climb' against Plaid's 37 members. The overall context is neutral to slightly positive for Plaid. The sentence itself is a factual electoral observation.	1	-0.5	
970	The text implies Plaid has a pattern of convincing itself of spectacular victories that do not materialise, attributing this partly to 'rhetorical skills' rather than substance. This is a mildly negative characterisation of Plaid's self-assessment and political culture.	1	-0.5	
971	The sentence describes a commentator on Leanne Wood's Facebook dismissing a poll. This is about Plaid supporters' reaction but doesn't directly assess Plaid Cymru itself. The judgment targets the commentator's credibility, not Plaid's character or policies directly. However, it does reflect negatively on Plaid's community as being in denial. Marginally on target.	1	-0.5	
972	The text challenges Plaid Cymru (and Labour) to end the Closed List voting system, implying they have been inconsistent in their claims about scrutiny. This is a mild criticism of Plaid's stance on democratic reform.	1	-0.5	
973	The text says Rhun ap Iorwerth 'seems intent on downplaying' the constitutional question and that Plaid 'seem petrified of advancing' their position. This is a negative characterisation of Plaid's leadership as evasive and cowardly on key issues.	1	-0.5	
974	The text describes Plaid Cymru MPs as offering 'sincere and authentic criticisms' of Labour, which is a strongly positive characterisation of Plaid's integrity and political role.	1	1.0	
975	The text directly states Plaid Cymru 'has a culture of harassment, bullying and misogyny that needs rooting out', citing a damning report. This is a strongly negative assessment of Plaid Cymru's internal culture.	1	-1.0	
976	The sentence quotes Adam Price (Plaid) saying there will be time for a debate on the Prince of Wales title. Plaid is speaking/being quoted, not being judged. The author then disagrees, but that disagreement is about the approach to debate timing, not directly assessing Plaid's character. Plaid is primarily being quoted here.	0	0.0	
977	The context labels Plaid Cymru members as 'separatists' and describes comments from a Plaid candidate as 'appalling'. The sentence references a Plaid candidate using a disparaging term. This is a negative characterisation of Plaid Cymru and its candidates.	1	-1.0	
978	The text is primarily discussing Labour's narrative strategy of equating Plaid with Reform. Plaid is being discussed in the context of Labour's hostile framing of it. The author notes this equivalence is being imposed on Plaid by Labour, which is more a criticism of Labour's strategy. The sentence itself doesn't directly judge Plaid's character but notes the hostile framing applied to it.	1	-0.5	
979	The text notes Plaid won seats where it competed with Labour against Tory incumbents, presenting this as a positive result for Plaid and implying voters chose Plaid over Labour.	1	0.5	
980	The text advises Plaid on what it needs to do to prosper, implying it currently lacks a clear enough stance. The framing suggests Plaid needs to take action, which implies current inadequacy. This is a mildly critical assessment of Plaid's current positioning.	1	-0.5	
981	The sentence merely mentions 'Plaid Cymru/Labour switchers' as a voter group that Labour's First Minister should appeal to. Plaid is mentioned in passing as a reference point for voter identity, not being judged.	0	0.0	
982	The author says they have made 'plenty of' criticism of Plaid in these pages, and expects the party to 'dissect and despair in equal measure' about their political strategy. This is a mildly negative framing of Plaid's prospects and strategic direction.	1	-0.5	
983	The sentence says it's a 'delicate question for both Plaid and the Labour Party', framing the challenge Plaid would face in government. This is a neutral observation about a challenge facing Plaid, not particularly positive or negative.	1	0.0	
984	The text describes a potential Plaid-led coalition as offering 'progressive, collaborative leadership' with 'balanced and effective government'. Plaid's leader is described as focused on 'economic transformation'. This is a strongly positive characterisation of Plaid.	1	1.0	
985	The text advises Plaid to 'remember that there is a difference between truly governing and being in opposition', implying Plaid lacks governing experience or understanding. This is a mildly negative characterisation of Plaid's political maturity.	1	-0.5	
986	The text says Plaid 'needs to improve its messaging at all levels', which is a criticism of Plaid's current communications effectiveness. This is a mildly negative assessment of Plaid's performance.	1	-0.5	
987	The sentence mentions Plaid Cymru's leader in the context of a Senedd exchange. The judgment in the surrounding text is about Welsh politics in general arguing 'by negation'. Plaid is mentioned but not directly judged; the criticism is broader.	0	0.0	
988	The text notes Adam Price (Plaid) calling for a national conversation about the investiture. Plaid is being quoted/described as speaking on the issue, not being judged in terms of character or competence.	0	0.0	
989	The text describes internal Plaid dissension making it harder to win seats, and predicts Plaid will be 'reduced to just two MPs' with 'slim prospects of any gains'. This is a negative assessment of Plaid's electoral prospects and internal cohesion.	1	-1.0	
990	The sentence discusses a 'new left-wing party' and its ramifications, mentioning Plaid only in parenthetical as best placed to attack that party. Plaid itself is not being judged or characterised negatively or positively in the main clause.	0	0.0	
991	The text discusses Plaid as a potential government that needs to be kept honest and prevented from sliding into 'business as usual'. This implies Plaid could become complacent or slip into establishment patterns, which is mildly negative toward Plaid.	1	-0.5	
992	The sentence is about Andrew RT Davies showing no inclination to work with Plaid Cymru. Plaid is mentioned as a partner that was rebuffed, not being judged itself. The judgment targets Andrew RT Davies/Conservatives.	0	0.0	
993	The sentence is assessing Welsh Liberal Democrats, saying their policies are barely distinguishable from Plaid Cymru's. Plaid is used as a reference point, not being judged. The negative judgment is directed at the Lib Dems.	0	0.0	
994	The sentence describes leading Plaid Cymru as a 'poisoned chalice' and 'more toxic' than most challenges, portraying the party as being in a very difficult, troubled state.	1	-1.0	
995	The sentence discusses a strategic option for Plaid — touting independence as a lever for change — framing Plaid as having a credible position to take. This is a moderately positive framing of Plaid's strategic potential.	1	0.5	
996	The sentence asks rhetorically what Plaid Cymru's contribution to persuasion has been, and the following sentence answers 'very little it would seem', which is a negative assessment of Plaid's effectiveness.	1	-0.5	
997	Plaid Cymru is mentioned as one of several parties whose internal dissent 'has existed and been heard', but the results (Labour dominance) have spoken for themselves. Plaid is merely listed among parties, not specifically judged.	0	0.0	
998	The sentence advises Plaid on what it needs to do to benefit from a political moment, implying it currently isn't doing enough. This is a mild negative framing of Plaid's current approach.	1	-0.5	
999	The sentence explains that Welsh Labour stole Plaid Cymru's USP (unique selling proposition), implying Plaid has suffered a loss of political identity and distinctiveness. This is a moderately negative framing of Plaid's position.	1	-0.5	
1000	A Tory spokesperson is criticising Labour's measures as 'very poor' and likely to increase welfare dependency. This is a third-party negative characterisation of Labour's policies.	1	-0.5	
1001	The Labour Health Minister Eluned Morgan's assertions are described as a 'hollow promise', which is a strongly negative characterisation of Labour's credibility on this issue.	1	-1.0	
1002	A councillor is accusing Labour of using concerns about Grok to censor free speech and having a 'hidden agenda'. This is a negative characterisation of Labour's motives and actions.	1	-1.0	
1003	The sentence criticises the Conservative Party for failing to offer a coherent alternative to Labour rule. The reference to 'unbroken Labour rule' is framed neutrally — Labour is mentioned as the incumbent but not assessed here. The judgment targets the Conservatives.	0	0.0	
1004	The sentence directly states that 'Welsh Labour's record is far from good' and that Labour is not the answer to challenges like the rise of Reform. This is a negative assessment of Labour.	1	-1.0	
1005	Labour is described as having 'moved backwards' on devolution recommendations. This is a negative assessment of Labour's policy position.	1	-0.5	
1006	The Labour party is characterised as wanting to cut social security for disabled people, ignoring Gaza, being undemocratic, only caring about power without a plan, and no longer wanting to change broken society. This is a strongly negative portrayal of Labour.	1	-1.0	
1007	The sentence quotes Welsh Labour leaders (Drakeford and Morgan) on their stated position, which is not itself negative. They said they would reconsider their opposition if scrutiny was lacking — the follow-up implies they haven't acted on this promise, but the sentence itself is just a factual attribution.	0	0.0	
1008	Vaughan Gething (a Labour minister) is speaking and accusing the UK Government of a 'power grab'. Labour is the speaker making an accusation, not being judged itself in this sentence.	0	0.0	
1009	The sentence describes one of Gething's supporters raising concerns about a donation to his rival Miles — the context shows this was an attempted smear that unravelled. The framing suggests Labour (specifically Gething's camp) engaged in bad-faith tactics, which is mildly negative.	1	-0.5	
1010	Eluned Morgan (Labour Health Minister) is described as questioning whether her questioner was the relevant spokesperson — this is a factual description of her response, not a judgment of Labour's character or competence.	0	0.0	
1011	A Conservative spokesperson describes Labour's budget as failing to fix Wales, with 'woeful outcomes' like excessive waiting lists and low educational standards. This is a negative assessment of Labour's governance record.	1	-1.0	
1012	Labour is accused of 'ignoring their traditional heartlands' on the issue of small boats, implying they are out of touch with working-class voters. This is a negative framing of Labour.	1	-0.5	
1013	The Labour Welsh Government is accused of 'dragging its feet' on the Warm Homes Programme, leaving vulnerable people 'out in the cold'. This is a negative characterisation of Labour's governance.	1	-0.5	
1014	The result is described as a 'serious blow' to Labour ahead of a challenging Senedd election, with Labour's popularity having 'decreased significantly'. This is a negative framing of Labour's electoral position.	1	-0.5	
