id	reasoning	on_target	sentiment_score
1333	The text describes the Reform candidate as having made 'outlandish claims', which is a negative characterisation that reflects on Reform UK's candidate selection and credibility.	1	-0.5
1334	Reform UK is described as pursuing a 'populist agenda' akin to Nigel Farage's party, used as a warning example by a senior Tory. The framing is negative — Reform is presented as something to warn against.	1	-0.5
1335	The Energy Secretary criticises Reform UK's leader's claim as misguided ('mindless' to pursue climate action). Reform UK's position is being negatively evaluated by a senior minister.	1	-0.5
1336	Miliband accuses Farage/Reform of wanting to 'airbrush history' and blames fossil fuel exposure (implicitly linked to Reform's energy stance) for economic damage. Reform UK is being judged negatively.	1	-1.0
1337	Reform's position is described as 'deeply, deeply irresponsible' and out of touch with reality, with even Reform mayors distancing themselves. This is a strongly negative characterisation of Reform UK.	1	-1.0
1338	Reform UK's policy is framed as a 'war' on net zero that would cost nearly a million jobs. The framing is strongly negative, portraying Reform as harmful to employment.	1	-1.0
1339	Reform's opposition to net zero is characterised as a 'war on jobs' with an 'anti-jobs, anti-growth ideology'. This is a strongly negative portrayal of Reform UK.	1	-1.0
1340	The sentence is largely factual, stating Reform has made opposition to net zero a major part of its platform. It is neutral in tone by itself, though context adds negative framing. The sentence itself is neutral/factual.	1	0.0
1341	Labour accuses Reform of 'actively trying to discourage businesses from investing in clean energy', threatening jobs and energy security, and 'disgracefully trying to undermine the UK's national interest'. This is a strongly negative portrayal of Reform UK.	1	-1.0
1342	Reform is criticised for lacking a plan to reduce the welfare bill and for proposing to scrap the two-child benefit cap, framed negatively by the Tory leader. Reform is being judged negatively.	1	-0.5
1343	Reform supporters are accused of sparking rumours through 'dirty tricks' about a Labour candidate's background. Reform is being characterised negatively as engaging in disinformation.	1	-1.0
1344	Reform's candidate is said to have 'fuelled' the misrepresentation of a Labour candidate's heritage. Reform is being characterised negatively as promoting misinformation.	1	-1.0
1345	The question 'Does Farage think he is fit to be an MP?' implies doubt about his fitness for office, negatively evaluating Reform UK's leader and by extension the party.	1	-0.5
1346	The sentence notes Reform is polling well and could win a seat from Labour. This is a neutral to slightly positive factual observation about Reform's electoral prospects.	1	0.0
1347	The text contrasts Reform's claim to be a 'real credible alternative' with the reality that the candidate's company hasn't traded since 2008, undermining the party's credibility. This is moderately negative.	1	-0.5
1348	A Labour source calls Reform's candidate selection 'the usual rubbish', accusing them of picking a candidate with no community connection. This is a negative characterisation of Reform UK.	1	-1.0
1349	Reform is shown to have initially selected a candidate who allegedly expressed admiration for a Nazi propaganda chief, and had to deselect him. This reflects very negatively on Reform UK.	1	-1.0
1350	Reform UK is 'accused of having no interest in the Welsh language or communities' after Farage pledged to abolish a Welsh language target. This is a negative characterisation of Reform UK.	1	-1.0
1351	Farage/Reform is quoted speaking about government targets. Reform is the speaker here; the text is not itself judging Reform negatively.	0	0.0
1352	Reform Wales is quoted speaking about Welsh language statistics and targets. Reform is the speaker, not being evaluated by the text.	0	0.0
1353	Reform UK is quoted stating it will contest the by-election and provide an alternative. Reform is the speaker making a positive self-assessment; the text itself is not judging Reform.	0	0.0
1354	This row assesses Plaid Cymru, not Reform UK. Plaid colleagues' integrity is being questioned by the context, but this is about Plaid not Reform.	0	0.0
1355	Reform councillors are portrayed positively as being 'voted in to expose' corruption with the help of their Doge team. Reform is speaking/self-characterising positively.	0	0.0
1356	Reform is accused of spouting 'nonsense' about being on workers' side, with the claim that workers aren't buying it. This is a negative characterisation of Reform UK.	1	-1.0
1357	Reform is characterised as being no friends of workers, described as 'ex-Tory soulmates' who will attack low-paid staff's terms and conditions. Strongly negative portrayal of Reform.	1	-1.0
1358	Reform is accused of voting against worker protections (fire and rehire, sick pay), implying hypocrisy in claiming to be pro-worker. Negative characterisation of Reform UK.	1	-1.0
1359	Reform is accused of 'abuse and name-calling of low-paid public sector workers', described as 'an utter disgrace'. Strongly negative characterisation of Reform UK.	1	-1.0
1360	A Labour spokesperson is characterising Reform UK as unable to manage its own MPs, framing them as chaotic and disorganised. This is a negative judgment of Reform UK's competence and internal cohesion.	1	-1.0
1361	The sentence directly characterises Reform UK as guaranteeing 'Liz Truss-style chaos', a strongly negative framing associating Reform with economic catastrophe.	1	-1.0
1362	Farage is mentioned as 'trying to stoke division', which is a negative characterisation of Reform UK's leader. However, the main subject of the sentence is the SNP being praised and Labour being criticised. The reference to Farage is brief and attributing divisive intent. Reform UK is being negatively characterised.	1	-0.5
1363	Plaid Cymru's spokesperson is speaking, criticising Labour. Plaid is the speaker here, not the subject being judged. The judgment targets Labour, not Plaid.	0	0.0
1364	Plaid Cymru is being positively framed as the only party that will demand action for Wales and ensure Wales's voice is heard. This is a moderately positive characterisation of Plaid Cymru.	1	0.5
1365	Sir Keir is characterising Reform's actions as 'manipulation', which is a negative judgment of Reform UK's conduct.	1	-1.0
1366	Reform UK is characterised as trying to 'divide people with a toxic divide' and 'poison our politics', which is a strongly negative portrayal of Reform UK's motives and methods.	1	-1.0
1367	The sentence reports that Farage played an ad and made a claim about Sarwar. This is a factual report of Farage's actions without strong positive or negative framing beyond reporting what he did and said. Farage/Reform is being described acting in the political arena but not explicitly judged negatively in this specific sentence, though the broader context is negative. The sentence itself is largely neutral reporting of Farage's actions.	1	-0.5
1368	The sentence says Keir Starmer is 'pandering to Farage', which is a judgment about Labour's leader, not about Reform UK itself. Reform UK is mentioned but as the recipient of pandering, not being judged itself.	0	0.0
1369	Farage is described as having 'poisonous politics' that are 'not welcome', which is a strongly negative characterisation of Reform UK's leader and by extension the party.	1	-1.0
1370	The sentence is primarily about John Swinney and the SNP. Reform UK is mentioned as something Swinney wants to make the by-election about, but Reform itself is not being judged here. The judgment targets Swinney/SNP.	0	0.0
1371	Reform UK is directly characterised as not being 'on the side of working people' and not caring about the community, which is a strongly negative judgment of Reform UK's values and intentions.	1	-1.0
1372	Reform UK is merely mentioned as having been asked for comment. No judgment is made about them.	0	0.0
1373	The sentence reports what a Lib Dem deputy leader said about Farage wanting to 'privatise the NHS' and 'come after people's pensions', which is a strongly negative characterisation of Reform UK's leader and agenda.	1	-1.0
1374	This sentence is about Kemi Badenoch and a potential pact with Farage. It doesn't directly judge Reform UK positively or negatively in isolation — it's more about a political relationship. However, the implication of a pact framed in this context could be seen as mildly negative toward both. The sentence itself is largely neutral reporting of what was said about a pact.	0	0.0
1375	The TUC general secretary describes Reform UK's leader as 'a political fraud who'll jump on any bandwagon to chase headlines', which is a strongly negative characterisation of Reform UK's leader.	1	-1.0
1376	Farage is characterised as always siding with 'the rich and powerful against working people', which is a strongly negative judgment of Reform UK's leader and by extension the party.	1	-1.0
1377	The question 'Who bankrolls Farage?' followed by 'Hedge fund managers and speculators – the same people profiting from economic chaos' is a strongly negative characterisation of Reform UK's financial backing and associations.	1	-1.0
1378	Farage is described as pretending to be anti-establishment while actually being 'as establishment as they come', and polling data shows he trails all other party leaders as best PM candidate. Both characterisations are negative toward Reform UK's leader.	1	-1.0
1379	Reform UK is described as a 'vehicle' for voter disgust with Westminster, and Cummings predicts it could win up to 150 seats. The framing is somewhat neutral to mildly positive (electoral potential acknowledged), though describing it as a vehicle for expressing 'despise' is not clearly positive or negative about Reform itself.	1	0.0
1380	A Conservative MP characterises Farage/Reform as having a 'big state answer' and 'irresponsible set of unfunded fantasy economics', which is a negative judgment of Reform UK's policies.	1	-1.0
1381	This sentence reports what Farage is expected to say — it's a quote attributed to him about Reform's electoral strategy. Reform is speaking/acting here rather than being judged. The framing is neutral reporting.	0	0.0
1382	This sentence is about UKIP, not Reform UK. While Farage is mentioned as UKIP's leader, the party being assessed (Reform UK) is not being evaluated here. The context is about UKIP's history.	0	0.0
1383	The sentence discusses the 'politics of Reform' being legitimised, implying that doing so helps Reform. This is more of an analytical political observation rather than a strong positive or negative judgment of Reform UK. Reform is mentioned as a political force, but the judgment targets Labour's strategy.	0	0.0
1384	The sentence mentions Nigel Farage's 'arguments' on immigration, with Labour described as surrendering to them. The characterisation of Farage's immigration policies as 'wrong in principle' and 'devastating, catastrophic' is a negative judgment of Reform UK's policy positions.	1	-1.0
1385	The sentence calls for politicians to 'take the argument to Reform', implying Reform's politics need to be challenged and countered. This frames Reform negatively as a threat requiring opposition, but the stronger judgment in context targets Labour for 'rolling over'. Reform is implicitly negatively framed.	1	-0.5
1386	Plaid is accused of breaking a seven-year promise to build a school, and their announcement is characterised as potentially 'hollow words' timed for electoral purposes. This is a negative judgment of Plaid Cymru's trustworthiness and competence.	1	-1.0
1387	This is just a caption identifying Nigel Farage as Reform UK leader. No judgment is made.	0	0.0
1388	Reform UK is described as having unjustly smeared a social media user, accusing him of complicity with rape gangs. This is a strongly negative characterisation of Reform UK's conduct.	1	-1.0
1389	Reform UK Llanelli is shown making a false and defamatory accusation against a private individual. The context makes clear this was unjust and untrue. This is a strongly negative portrayal of Reform UK's behaviour.	1	-1.0
1390	The text describes a Reform post that falsely accused someone of being complicit in rape gangs, with no proof. Reform is being characterised as making baseless smears. The subject is responding to Reform's behaviour, which is portrayed negatively.	1	-1.0
1391	Reform UK is described as a 'right wing party' that posted a message on Facebook about the rape gangs scandal. The label 'right wing' is a characterisation of the party. This is mildly negative framing.	1	-0.5
1392	The sentence quotes someone calling Reform's behaviour 'disgusting' for claiming other parties support rape gangs. Reform UK Llanelli is then shown responding. The judgment 'disgusting behaviour' is directed at Reform as a characterisation of their actions.	1	-1.0
1393	Reform UK Llanelli is speaking/responding in this sentence, expressing appalled feelings about grooming gangs. Reform is not being judged here; it is being quoted.	0	0.0
1394	Mr Hancock is quoted saying that Keir Starmer and Jess Phillips have done 'infinitely more to protect children and women from rapists and abusers than anyone in Reform.' This is a negative characterisation of Reform's record on child protection.	1	-1.0
1395	The sentence quotes Mr Hancock saying Reform members 'didn't bother even making a comment on it until daddy Musk started throwing out (erroneous) claims.' This negatively characterises Reform as opportunistic and following Musk's lead. Reform UK Llanelli then responds but that is Reform speaking, not being judged.	1	-0.5
1396	This is a self-promotional statement by Reform UK Llanelli, claiming they are 'already rattling Labour' despite having only five MPs for six months. This is Reform speaking positively about itself, not being judged by an external party.	0	0.0
1397	A Labour source describes Reform Llanelli's written attack as 'disgusting' and 'totally without foundation.' Reform is being characterised as making a vile, baseless attack.	1	-1.0
1398	Labour condemns Reform's allegations as vile and calls for a retraction. Reform is being negatively characterised for making unwarranted accusations. The spokesperson's quote at the end is Reform speaking.	1	-1.0
1399	Reform UK is described as 'buoyed by recent success in English local elections' and 'nipping at Labour's heels' and 'a nose ahead on the list.' This is a positive framing of Reform's electoral performance.	1	0.5
1400	Reform is described as 'monstering' the Conservatives and pushing them toward fourth place. This portrays Reform as electorally powerful and dominant.	1	0.5
1401	The sentence is about prominent Plaid politicians attacking Green Gen while another receives money from them, implying hypocrisy within Plaid Cymru. This is a negative characterisation of Plaid.	1	-0.5
1402	The text suggests Windward (an outside entity) may be more interested in having an insider within Plaid Cymru than in youth governance. This implies Plaid can be infiltrated or is susceptible to such arrangements, which is mildly negative for Plaid.	1	-0.5
1403	Reform UK councillors are said to 'have much to learn about local government' and will 'quickly discover there's nothing left to cut.' This is a negative characterisation of Reform's competence and understanding of local government.	1	-0.5
1404	The Fire Brigades Union general secretary says Reform's agenda of 'cuts and climate denialism poses a grave risk to public safety.' This is a strongly negative characterisation of Reform.	1	-1.0
1405	Reform politicians are described as 'part of the establishment' who 'want to blame migrants for the consequences of their own policies' and 'divide workers against each other.' This is a strongly negative characterisation of Reform.	1	-1.0
1406	The text describes Reform as the main beneficiary of the Conservative collapse, winning 600+ seats, toppling a Labour majority in Runcorn, and winning mayoral contests. This is a positive factual framing of Reform's electoral success.	1	0.5
1407	Farage is quoted saying his party had 'the Labour Party for lunch' and 'wiped out' the Conservatives. This is Reform speaking positively about itself; the text is quoting Farage rather than independently judging Reform.	0	0.0
1408	The text reports Reform's Arron Banks losing the West of England mayoralty to Labour's Helen Godwin by nearly 6,000 votes. Reform is being portrayed as losing an election, which is a mildly negative factual framing.	1	-0.5
1409	Farage is quoted making claims about migrants from 'alien' cultures. The text is reporting his statements, not directly judging Reform. Farage is speaking, and the text is neutral in tone about his remarks here.	0	0.0
1410	The text reports Farage's claims about spending on 'undocumented males' and then mentions Starmer accused Reform of being 'pro-Putin.' The first part is Reform speaking; the second involves an accusation against Reform. The context presents both, making Reform the target of a negative accusation ('pro-Putin') at the end of the sentence.	1	-1.0
1411	Starmer accuses Reform UK of being a 'pro-Putin' party that wants to charge people to use the NHS. Reform is the target of these negative accusations.	1	-1.0
1412	The text notes that the co-founders of a group who praised Tommy Robinson have endorsed a Reform UK council by-election candidate. This associates Reform with individuals who support a convicted criminal, which is mildly negative framing.	1	-0.5
1413	The sentence identifies Reform's candidate in a by-election. This is factual reporting without clear positive or negative judgment of Reform itself.	0	0.0
1414	A Labour source says Christians have been offended by the Reform candidate's claim to be following God's path to represent them. This is a negative characterisation of the Reform candidate's behaviour, implying inappropriate use of religion.	1	-0.5
1415	The text quotes someone saying 'All Reform does is sow division and spread hate.' This is a strongly negative characterisation of Reform.	1	-1.0
1416	Reform is described as 'the party of the well-to-do and the millionaires' who are 'dressing themselves up as respectable alternatives' and trying to 'con people' through their 'charlatan leader Nigel Farage.' This is a strongly negative characterisation.	1	-1.0
1417	Plaid Cymru is speaking here, setting out its own positions and goals. Plaid is not being judged by an external party; it is making its own case.	0	0.0
1418	An expert from the National Autistic Society describes Farage's (Reform leader's) remarks as 'wildly inaccurate' and says he is 'completely out of touch.' This is a negative characterisation of Reform's leader and by extension Reform's positions.	1	-1.0
1419	The Liberal Democrats' spokesperson says Farage is 'barking up the wrong tree' and describes his rhetoric as 'lazy.' This is a negative characterisation of Reform's leader and approach.	1	-0.5
1420	The sentence merely describes Nigel Farage smoking outside a pub. It is a neutral image caption with no judgment of Reform UK's actions, policies, or character.	0	0.0
1421	Ed Miliband is accusing Nigel Farage of peddling 'nonsense and lies'. Reform UK (via Farage) is being characterised as dishonest. This is a negative judgment of Reform UK's conduct.	1	-1.0
1422	The sentence reports that Reform UK was accused of being prepared to 'concoct falsehoods to pursue their ideological agenda'. This is a strongly negative characterisation of Reform UK's integrity.	1	-1.0
1423	The sentence is a direct quote from Nigel Farage (Reform UK leader) criticising the Conservatives and Labour. Reform UK is speaking here, not being judged. The judgment targets Conservatives and Labour.	0	0.0
1424	Miliband accuses Reform of making up 'nonsense and lies to pursue their ideological agenda'. This is a negative characterisation of Reform UK's honesty and motives.	1	-1.0
1425	Plaid's leader Rhun ap Iorwerth is quoted criticising Labour's actions. Plaid is the speaker, not the subject of judgment. The negativity targets Labour, not Plaid.	0	0.0
1426	This is a direct quote from Plaid Cymru's leader pledging to fight for investment. Plaid is speaking and positioning itself as an advocate for Port Talbot, but the text is not assessing or judging Plaid's character or competence. Plaid is the speaker here.	0	0.0
1427	The sentence directly characterises Reform UK as an organisation that scapegoats refugees, asylum seekers, Muslims, Jews and others. This is a strongly negative portrayal of Reform UK's character and policies.	1	-1.0
1428	The NEU general secretary describes Reform UK's leader as a 'pound shop Trump' who made a career out of 'dog whistle politics'. This is a strongly negative characterisation of Reform UK and its leader.	1	-1.0
1429	The NEU general secretary claims 'there's an awful lot of racists who are getting involved in Reform'. This is a strongly negative characterisation of Reform UK's membership and by extension the party.	1	-1.0
1430	Farage is described as a 'right-wing populist' and the Reform UK leader is said to have the NEU 'living rent free in his head'. These are negative characterisations of Reform UK's leader and thus the party.	1	-0.5
1431	Farage is described as a 'pound shop Donald Trump' and compared unfavourably to Trump and Musk attacking teachers' unions. This is a strongly negative characterisation of the Reform UK leader and the party.	1	-1.0
1432	Farage is quoted accusing the NEU leader of being a 'self-declared Marxist'. Reform UK is the speaker here, not the subject of judgment in this sentence. The negativity targets the NEU leader.	0	0.0
1433	The Reform UK leader is speaking and making accusations against the NEU. Reform UK is the speaker here, not being judged. The statements are Reform's own claims.	0	0.0
1434	Reform MP Lee Anderson is speaking, criticising the NEU. Reform UK is the speaker here, not the subject of judgment in this sentence.	0	0.0
1435	Plaid Cymru's Westminster leader is quoted criticising Labour for letting Port Talbot's blast furnaces shut down. Plaid is the speaker and the negativity targets Labour, not Plaid.	0	0.0
1436	Plaid Cymru is the speaker here, claiming it consistently called for nationalisation while Labour rejected those calls. Plaid is positioning itself favourably but is the speaker, not the subject of external judgment.	0	0.0
1437	Plaid Cymru's Westminster leader is quoted criticising Labour. Plaid is the speaker and the negativity targets Labour, not Plaid.	0	0.0
1438	Plaid Cymru is the speaker, claiming it consistently called for nationalisation. Plaid is speaking and positioning itself, not being judged by external assessment.	0	0.0
1439	The sentence directly states Reform has proven itself 'not only unfit to govern but unfit to sit in the House of Commons'. This is a strongly negative judgment of Reform UK's competence and fitness.	1	-1.0
1440	The speaker (likely a defecting Reform MP) refers to asking 'reasonable questions' of Farage 'after months of pushing behind the scenes', implying Reform was unresponsive. This is a negative characterisation of Reform's internal workings, though moderately so in this sentence.	1	-0.5
1441	The sentence includes the statement 'Nigel Farage must never be prime minister', which is a strongly negative judgment of Reform UK's leader and the party's fitness for government.	1	-1.0
1442	The sentence is a neutral image caption describing Nigel Farage smoking outside a pub. There is no judgment of Reform UK here.	0	0.0
1443	Farage is quoted attacking Conservatives and Labour while 'playing up Reform UK's prospects'. The framing describes Farage making claims, but the text is neutral/mildly positive about Reform's prospects being 'played up'. Reform is the speaker in the quoted content.	0	0.0
1444	The sentence describes Reform challenging Labour in a by-election and Farage downplaying their chances. This is a neutral factual reporting of Reform's electoral strategy and Farage's comments. No strong judgment is made.	0	0.0
1445	Farage is quoted expressing confidence in Reform winning a majority in 2029. Reform UK is the speaker here, making claims about their own future prospects. Not an external judgment of Reform.	0	0.0
1446	The sentence reports Farage making 'broadsides at his political rivals' and talking up his chances. Reform UK is described as making attacks, which is neutral reporting. Farage is the speaker attacking others, not being judged.	0	0.0
1447	Farage is quoted attacking Conservative MPs as 'stuffy, boring, old bastards'. Reform UK is the speaker here, not the subject of judgment. The negativity targets Conservatives.	0	0.0
1448	Farage's reference to the 'Islamist vote' is reported neutrally as his claim. Reform UK is the speaker making political predictions. The sentence does not contain an external judgment of Reform UK.	0	0.0
1449	The sentence describes former Plaid Cymru MP Jonathan Edwards, who accepted a police caution for assaulting his wife, making claims about his political career being destroyed. The mention of the assault caution is factually negative about Edwards personally, and by association Plaid Cymru. This does evaluate Plaid through the conduct of its former MP.	1	-0.5
1450	The sentence describes factual events about Jonathan Edwards managing Adam Price's campaign and Leanne Wood finishing third. The broader context mentions Edwards' claim that Plaid treated him 'grossly unfairly' and that an 'extreme left wing faction' destroyed his career. The sentence itself is neutral/factual reporting of internal party events, but the context frames Plaid negatively through Edwards' accusations. The party's internal conduct is being judged negatively in the broader context.	1	-0.5
1451	This is a quote from Jonathan Edwards expressing his personal distaste for internal Plaid politics. While it reflects negatively on Plaid's internal culture (describing it as something to despise), it is primarily Edwards speaking about his own attitude. However, the characterisation of Plaid's internal politics as something worth despising does reflect negatively on Plaid.	1	-0.5
1452	This is a quote from Jonathan Edwards characterising a faction within Plaid as more interested in controlling the party than winning elections, and describing the leadership as 'frightened of the political left.' This is a negative characterisation of Plaid Cymru's internal dynamics and leadership.	1	-0.5
1453	This is a quote from Jonathan Edwards saying Plaid's current leadership is 'petrified of the left' and consequently won't be able to take on the British state. This negatively characterises Plaid's leadership as weak and ineffective.	1	-1.0
1454	The sentence reports Farage speaking positively about Reform's duty of care and the decision to conduct an independent inquiry into bullying complaints. Reform is being portrayed in a somewhat positive light here, as acting responsibly. However, the context of the broader article involves internal Reform conflict and accusations. The sentence itself portrays Reform positively through Farage's own framing.	1	0.5
1455	This sentence reports Mr Lowe accusing Farage (and by extension Reform's leadership) of handling the process 'appallingly' and spreading a 'false and poisonous narrative.' This reflects negatively on Reform UK's internal management and integrity.	1	-1.0
1456	Same as id 155 - Mr Lowe accuses Reform of handling the process 'appallingly' and of spreading a 'false and poisonous narrative.' This is a strongly negative characterisation of Reform UK's internal conduct.	1	-1.0
1457	The sentence reports the Prime Minister attributing 'dangerous right-wing politics' to Reform UK. This is a negative characterisation of Reform UK, framing them as dangerous. However, it is a Labour politician speaking, so it is a reported attack. Still, the text conveys this negative framing of Reform UK.	1	-1.0
1458	The sentence reports the Prime Minister criticising Reform UK for 'rare visits to Parliament' and voting against employment rights. This negatively frames Reform as neglecting parliamentary duties and opposing workers' rights.	1	-1.0
1459	A Reform Scotland spokesman is speaking, defending Reform and attacking Labour. Reform is not being judged here; rather, Reform is the speaker criticising others.	0	0.0
1460	This is a Reform spokesman speaking, praising Reform as offering 'real change.' Reform is the speaker promoting itself, not being judged by others.	0	0.0
1461	This is a Reform spokesman speaking, promoting Reform ('Scotland needs Reform'). Reform is the speaker, not being judged externally.	0	0.0
1462	The sentence reports that the Reform leader praised Musk's work at Doge, with the editorial note that Doge's actions 'have been challenged in the courts.' This subtly frames Reform's association with controversial actions negatively, though it is primarily descriptive. The framing of Doge as having actions 'challenged in courts' casts a mildly negative light on Reform's association.	1	-0.5
1463	A trade union spokesperson is accusing Reform of 'defying its own supporters on workers' rights.' This is a negative characterisation of Reform UK as acting against voters' interests.	1	-1.0
1464	This states factually that Reform MPs voted against the Employment Rights Bill at every stage, framed in the context of Reform 'defying its own supporters.' This is a negative factual/framing statement about Reform's voting record.	1	-0.5
1465	This sentence accuses Reform of being 'poles apart from the Welsh people' and mentions Farage talking about privatising the NHS. This is a strongly negative characterisation of Reform as out of touch with Welsh voters and threatening public healthcare.	1	-1.0
1466	The sentence quotes a trade unionist saying Reform are 'on the side of bad bosses, zero hours contracts and profiteering healthcare companies' and then a Hope Not Hate CEO calling them 'a serious threat.' Both are strongly negative characterisations of Reform UK.	1	-1.0
1467	This sentence discusses Reform voters' characteristics, noting they aren't homogenous and some support multiculturalism. This is a nuanced observation about Reform's voter base, not directly judging the party positively or negatively in a strong way. It partially complicates negative stereotypes of Reform voters.	1	0.0
1468	The sentence describes Plaid Cymru's 'sister party' leading the Belgian government, framing this with mild incredulity about Rhun ap Iorwerth becoming UK PM. The reference to 'surrealist art' adds a slightly mocking tone to the political situation. Overall, Plaid is mentioned tangentially; the focus is on Belgian politics. The characterisation of ap Iorwerth becoming PM as stretching 'credulity' is mildly negative toward Plaid.	1	-0.5
1469	A Reform-linked businessman makes the tongue-in-cheek claim that Remainers 'shouldn't be allowed to vote.' The article frames this as Reform-associated rhetoric, which reflects negatively on Reform UK's democratic values.	1	-0.5
1470	The sentence reports that former Plaid leader Adam Price may face a selection battle for his political survival due to Senedd electoral changes. This is primarily neutral/factual reporting about an internal party situation, though describing someone facing 'a fight for his political life' has a slightly dramatic negative connotation for the party's internal cohesion.	1	-0.5
1471	Plaid Cymru's Westminster leader Liz Saville Roberts is being quoted speaking about EU membership and economic common sense. Plaid is the speaker here, not being judged.	0	0.0
1472	This is a Plaid Cymru quote defending Wales's economic interests and opposing Trump's trade wars. Plaid is the speaker, presenting itself positively, but this is self-promotion rather than external judgment.	0	0.0
1473	The sentence reports a Cabinet minister characterising Farage's argument as 'miserablist' and 'declinist.' This is a negative characterisation of Reform UK/Farage's political vision.	1	-1.0
1474	The Health Secretary dismisses Farage's vision as 'miserabilism' and frames Reform/Farage negatively as cynics who want the NHS to fail. This is a strongly negative characterisation of Reform UK.	1	-1.0
1475	The Health Secretary accuses Reform (and Conservatives) of 'rolling the pitch for Labour to fail on the NHS' and wanting to 'overturn 76 years of universal healthcare.' This is a strongly negative characterisation of Reform UK as undermining the NHS.	1	-1.0
1476	The speaker is explaining why he supports Reform despite criticism from his followers. He is speaking about his own decision; Reform is the subject of discussion but the sentence itself is neutral - he's defending his support for them.	1	0.0
1477	The speaker says he 'hasn't forgotten all the stupid things that Farage has said and done,' which is a negative characterisation of Reform UK/Farage's past behaviour, even though the speaker ultimately supports Reform.	1	-0.5
1478	The speaker mentions that Farage is 'standing ethnics' and 'calling people nazis and racists.' This is a mixed/complex statement - the speaker acknowledges negative associations with Reform/Farage (racism accusations) but presents it as something he's aware of. The overall framing reflects negatively on Reform UK.	1	-0.5
1479	The sentence describes Reform candidates in Wales and characterises Mark Reckless as having 'an interesting political journey representing a succession of right wing parties.' This is mildly negative framing of Reform's potential Welsh leadership.	1	-0.5
1480	The sentence mentions Plaid Cymru leader making a pledge to build a new school. This is a neutral factual statement about a past pledge; Plaid is not being judged negatively or positively here, just described as having made a commitment.	1	0.0
1481	Plaid's current council leader oversaw the ditching of plans for the special school, claiming they were unaffordable. This portrays Plaid negatively as having abandoned a commitment to vulnerable children.	1	-0.5
1482	A Labour councillor accuses Plaid Cymru colleagues of refusing to change heart and 'pleading poverty' despite spending £74m on other schools. This is a direct negative characterisation of Plaid's actions and priorities.	1	-1.0
1483	The quote accuses Plaid of favouring Plaid areas while neglecting ALN children, treating them as second class citizens. This is a strongly negative characterisation of Plaid's conduct.	1	-1.0
1484	Nigel Farage (Reform UK leader) is described as a far-right figure who veers close to illegal territory. This is a strongly negative characterisation of Reform UK's leader.	1	-1.0
1485	The sentence describes Farage as seeing Trump's victory as a road map, with the surrounding context warning about Reform UK's sharp rise and Trump's racism emboldening far-right figures. This frames Reform UK negatively.	1	-1.0
1486	Reform UK's politics are described as not legitimate and associated with Islamophobia and anti-migrant rhetoric. This is a strongly negative characterisation.	1	-1.0
1487	Reform UK is described as having received large donations from fossil fuel industries and not supporting net zero. The framing associates Reform with putting fossil fuel interests ahead of climate goals, which is moderately negative.	1	-0.5
1488	Plaid Cymru is mentioned as part of a call to join them for 'a better Wales'. This is a passing positive mention in a quote, but Plaid is being framed positively as a desirable option. However, this is someone else speaking positively about Plaid rather than the text itself evaluating Plaid's actions or character.	1	0.5
1489	Farage (Reform UK leader) is called a 'charlatan' who must be rejected. This is a strongly negative characterisation of Reform UK.	1	-1.0
1490	Plaid Cymru is described as being placed in the top spot in opinion polling, framed positively as a party the people of Wales want. This is moderately positive.	1	0.5
1491	A Plaid Cymru MP is described as accusing the Secretary of State of defending a 'ridiculous and deeply unfair' situation. Plaid is acting as the speaker/accuser here, not being judged itself.	0	0.0
1492	Plaid Cymru and the Lib Dems are described as having warned that Wales has been 'systematically short-changed.' Plaid is acting as a speaker/advocate here, not being judged itself.	0	0.0
1493	Plaid Cymru is described as pledging to 'not stop fighting for fairness and justice.' This is Plaid speaking, presenting themselves positively, but the text is framing Plaid as a fighter for fairness. Plaid is the speaker rather than being independently assessed.	0	0.0
1494	This is simply an identifying caption 'Plaid Cymru Energy spokesperson, Llinos Medi.' Plaid is merely mentioned in passing as an identifier.	0	0.0
1495	A Plaid Cymru MP is described as accusing Nigel Farage of putting tech billionaires ahead of protecting women and children. Plaid is the speaker/accuser here, not the subject of evaluation.	0	0.0
1496	The PM echoed Plaid Cymru's condemnation, implying Plaid's stance was validated by the PM. This is mildly positive for Plaid as their position is endorsed by the PM.	1	0.5
1497	Nigel Farage (Reform UK leader) is accused of 'putting tech billionaires ahead of protecting women and children.' This is a strongly negative characterisation of Reform UK's leader.	1	-1.0
1498	The Reform leader is described as continuing to defend Elon Musk, with the surrounding context condemning those who defend platforms linked to child sexual exploitation. This is a strongly negative portrayal of Reform UK.	1	-1.0
1499	Reform UK is described as facing 'months of mounting criticism' over its stance on online regulation. This is a negative framing of Reform UK.	1	-0.5
1500	Farage (Reform UK) is described as calling for 'mass deportation of asylum seekers' framed as his way to protect women and girls, which in context (following criticism of defending child exploitation platforms) presents Reform UK negatively.	1	-0.5
1501	Reform UK's position is called 'disgusting' by the Prime Minister, and Reform is described as defending Musk. This is a strongly negative portrayal of Reform UK.	1	-1.0
1502	Reform UK is described as wanting to scrap the Online Safety Act - the legislation protecting children from illegal images. This is a negative framing of Reform UK's policy stance.	1	-1.0
1503	Plaid Cymru is described as condemning the 'top-slicing' of funds from Wales. Plaid is acting as a speaker/critic here, not being judged itself.	0	0.0
